TimeStamp,TestCaseName,Result,Comments,Duration,LogLocation,AIMLogs,Campaign,User,Device,IsSecure,PIN,HWID,GUID,OSVersion,JavaVersion,PCName,EmailAddress,MKS_ID,,,,,,,
11/07/2014 19:19,fts.global_uat.browser.interactions.browser_sms_mo_lte,Passed,MO SMS sent successfully during browser page load,00:01:50,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1:SmsSentTimeDuringPageLoad,Metadata Value 1:7.8,,,,
11/07/2014 19:21,fts.global_uat.browser.interactions.browser_sms_mt_lte,Failed,Unable to receive SMS message,00:03:36,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 19:25,fts.global_uat.browser.download.download_email_mo_lte,Passed,MO Email successful during http download,00:03:22,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,Metadata Name 1: EmailReceivedTimeDuringHttpDownload,Metadata Value 1:9.8,,,,
11/07/2014 19:28,fts.global_uat.browser.download.download_mms_mo_lte,Failed,Unable to send MMS message to 07703747130,00:05:19,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 19:33,fts.global_uat.browser.download.download_mms_mt_lte,Failed,Unable to get MMS message list,00:04:31,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 19:38,fts.global_uat.browser.download.download_voice_mo_lte,Failed,Download did not complete in 900 seconds,00:22:18,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
11/07/2014 20:00,fts.global_uat.browser.download.download_voice_mt_lte,Running,BlackBerry did not acquire required service,00:03:26,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.mhs.basic.mhs_on_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.mhs.interactions.ip_modem_mhs_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.mhs.interactions.mhs_ip_modem_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.basic.http_video_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.basic.html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.basic.flash_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mo_email_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mt_email_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mo_sms_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mt_sms_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mo_mms_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mt_mms_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mo_voice_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.streaming.interactions.mt_voice_while_html5_streaming_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.basic.ftp_download_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.basic.ftp_upload_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.basic.ftp_simultaneous_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_download_voice_mo_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_download_voice_mt_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_upload_voice_mo_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_upload_voice_mt_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_download_sms_mo_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_download_sms_mt_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_upload_sms_mo_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.cs_interactions.ftp_upload_sms_mt_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.ps_interactions.ftp_download_email_mt_lte_multiple_pdp,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.ps_interactions.ftp_upload_email_mt_lte_multiple_pdp,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.ps_interactions.ftp_download_mms_mt_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.ps_interactions.ftp_upload_mms_mt_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.ps_interactions.ftp_download_browser_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
None,fts.global_uat.tethered_modem.ps_interactions.ftp_upload_browser_lte,Pending,,00:00:00,C:\aimplatform2\apps\gtr\log,,Auto C_2 Opti_UAT R135 EEUK LTE b866,kipatel,Windermere-EMEA,,2FFF42FC,2264935434,,10.3.0.866,,CI0000002050750,kipatel@blackberry.com,,,,,,,,
